northern_cardinal_adult_male/Ex221.jpg,78
white_crowned_sparrow_adult/Ex115.jpg,112
eastern_towhee/Ex11.jpg,49
chipping_sparrow_breeding/Ex12.jpg,34
northern_flicker_yellow_shafted/Ex28.jpg,81
squirrel/Ex42.jpg,107
eastern_towhee/Ex46.jpg,49
house_sparrow_male/Ex179.jpg,71
yellow_rumped_warbler_winter_juvenile_audubon_s/Ex70.jpg,121
chipping_sparrow_immature_nonbreeding_adult/Ex63.jpg,35
background/Ex1415.jpg,6
black_billed_magpie/Ex76.jpg,10
hairy_woodpecker/Ex110.jpg,65
house_sparrow_female_juvenile/pb_Ex_1.jpg,70
european_starling_nonbreeding_adult/Ex48.jpg,53
house_sparrow_female_juvenile/Ex132.jpg,70
yellow_rumped_warbler_breeding_audubon_s/Ex68.jpg,119
ruby_throated_hummingbird_female_immature/Ex3.jpg,102
rufous_hummingbird_adult_male/Ex18.jpg,103
ring_necked_pheasant_female_juvenile/Ex32.jpg,97
northern_cardinal_adult_male/Ex71.jpg,78
yellow_rumped_warbler_breeding_myrtle/Ex53.jpg,120
background/Ex1107.jpg,6
red_winged_blackbird_male/Ex35.jpg,96
brown_creeper/Ex75.jpg,20
northern_cardinal_adult_male/pb_Ex_79.jpg,78
red_winged_blackbird_female_juvenile/Ex104.jpg,95
background/Ex272.jpg,6
northern_flicker_red_shafted/Ex29.jpg,80
northern_cardinal_adult_male/Ex29.jpg,78
house_finch_adult_male/Ex12.jpg,68
wild_turkey/Ex26.jpg,117
eurasian_collared_dove/Ex30.jpg,50
american_goldfinch_female_nonbreeding_male/Ex112.jpg,2
background/Ex1138.jpg,6
pileated_woodpecker/Ex84.jpg,84
background/Ex151.jpg,6
background/Ex76.jpg,6
black_rosy_finch/Ex4.jpg,15
house_finch_female_immature/pb_Ex_3.jpg,69
ruby_throated_hummingbird_adult_male/Ex25.jpg,101
northern_cardinal_female_juvenile/Ex93.jpg,79
pine_grosbeak_adult_male/Ex48.jpg,85
wild_turkey/Ex38.jpg,117
american_goldfinch_breeding_male/Ex197.jpg,1
brown_headed_cowbird_male/Ex79.jpg,22
blue_jay/Ex40.jpg,16
house_sparrow_male/Ex322.jpg,71
northern_mockingbird/Ex66.jpg,82
brown_headed_cowbird_female_juvenile/Ex39.jpg,21
white_crowned_sparrow_immature/Ex40.jpg,113
northern_cardinal_adult_male/pb_Ex_69.jpg,78
northern_cardinal_adult_male/Ex112.jpg,78
mourning_dove/Ex42.jpg,77
brown_capped_rosy_finch/Ex39.jpg,19
hairy_woodpecker/Ex33.jpg,65
carolina_chickadee/Ex7.jpg,30
red_breasted_nuthatch/Ex102.jpg,94
hairy_woodpecker/Ex53.jpg,65
blue_jay/Ex247.jpg,16
golden_crowned_sparrow_immature/Ex73.jpg,61
tufted_titmouse/pb_Ex_25.jpg,108
brown_thrasher/Ex65.jpg,24
evening_grosbeak_adult_male/Ex93.jpg,54
chipping_sparrow_breeding/Ex41.jpg,34
ring_necked_pheasant_male/Ex7.jpg,98
mourning_dove/Ex119.jpg,77
background/Ex440.jpg,6
yellow_bellied_sapsucker/Ex48.jpg,118
background/Ex991.jpg,6
blue_jay/pb_Ex_45.jpg,16
california_towhee/Ex5.jpg,29
background/Ex896.jpg,6
pygmy_nuthatch/Ex36.jpg,91
rock_pigeon/Ex98.jpg,99
black_crested_titmouse/Ex31.jpg,14
ruby_throated_hummingbird_female_immature/Ex94.jpg,102
black_chinned_hummingbird_female_immature/Ex78.jpg,13
background/Ex977.jpg,6
cactus_wren/Ex9.jpg,26
house_sparrow_female_juvenile/Ex263.jpg,70
house_finch_female_immature/Ex109.jpg,69
background/Ex384.jpg,6
yellow_rumped_warbler_winter_juvenile_audubon_s/Ex27.jpg,121
hermit_thrush/Ex66.jpg,66
american_robin_juvenile/Ex69.jpg,4
background/Ex1494.jpg,6
black_billed_magpie/Ex38.jpg,10
american_robin_adult/Ex85.jpg,3
varied_thrush/Ex9.jpg,109
northern_cardinal_adult_male/pb_Ex_119.jpg,78
northern_mockingbird/Ex100.jpg,82
evening_grosbeak_adult_male/Ex101.jpg,54
dark_eyed_junco_slate_colored/Ex1.jpg,44
bohemian_waxwing/Ex78.jpg,17
house_sparrow_male/Ex95.jpg,71
squirrel/Ex172.jpg,107
yellow_rumped_warbler_winter_juvenile_myrtle/Ex4.jpg,122
pine_siskin/Ex49.jpg,87
